country,iso3,year,source_sheet,source_age_group,normalized_age_group,age_start_years,age_end_years_exclusive,reported_cases,total_reported_cases_known_age,reported_case_share_known_age,wpp_population_denominator,reported_incidence_per_100k,model_age_groups,model_age_alignment,target_role,target_strength,age_group_note,source,source_type
China,CHN,2017,CN,45-49,45-49,45.0,50.0,13.0,10390.0,0.0012512030798845044,125039802.0,0.010396689527707345,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,50-54,50-54,50.0,55.0,26.0,10390.0,0.0025024061597690088,116534268.0,0.0223110338668794,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,55-59,55-59,55.0,60.0,13.0,10390.0,0.0012512030798845044,72047324.0,0.018043695835254062,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,60-64,60-64,60.0,65.0,16.0,10390.0,0.0015399422521655437,81331563.0,0.01967255934820778,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,65-69,65-69,65.0,70.0,7.0,10390.0,0.0006737247353224255,60672270.0,0.01153739591414661,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,70-74,70-74,70.0,75.0,8.0,10390.0,0.0007699711260827719,37895513.0,0.021110678723362315,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,75-79,75-79,75.0,80.0,1.0,10390.0,9.624639076034648e-05,26949874.0,0.003710592487371184,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,80-84,80-84,80.0,85.0,3.0,10390.0,0.00028873917228103947,18035397.0,0.016633955992207988,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2017,CN,85+,85+,85.0,inf,0.0,10390.0,0.0,11537064.0,0.0,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,0-0,0-0,0.0,1.0,12372.0,22057.0,0.5609103685904702,16701146.0,74.07874884753419,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,1-1,1-1,1.0,2.0,3977.0,22057.0,0.18030557192727933,18144700.0,21.918246099411952,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,2-2,2-2,2.0,3.0,1085.0,22057.0,0.049190733100602985,17750270.0,6.112583076201095,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,3-3,3-3,3.0,4.0,1179.0,22057.0,0.05345241873328195,17940701.0,6.571649569322848,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,4-4,4-4,4.0,5.0,1066.0,22057.0,0.04832932855782745,18303109.0,5.824147143526273,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,5-5,5-5,5.0,6.0,802.0,22057.0,0.036360339121367366,18516638.0,4.331239828742129,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,6-6,6-6,6.0,7.0,499.0,22057.0,0.0226232035181575,18258497.0,2.732974132536758,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,7-7,7-7,7.0,8.0,341.0,22057.0,0.015459944688760937,17572414.0,1.9405415784080662,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,8-8,8-8,8.0,9.0,217.0,22057.0,0.009838146620120596,17645472.0,1.229777248236828,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,9-9,9-9,9.0,10.0,119.0,22057.0,0.005395112662646779,17510169.0,0.6796050911901536,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,10-14,10-14,10.0,15.0,170.0,22057.0,0.007707303803781112,81739579.0,0.20797758207196052,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,15-19,15-19,15.0,20.0,7.0,22057.0,0.00031735956839098697,80447209.0,0.008701358427487522,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,20-24,20-24,20.0,25.0,12.0,22057.0,0.0005440449743845491,87546152.0,0.013707055908065497,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,25-29,25-29,25.0,30.0,41.0,22057.0,0.0018588203291472094,113100518.0,0.03625093918667994,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,30-34,30-34,30.0,35.0,43.0,22057.0,0.0019494944915446344,113921560.0,0.03774526963991715,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,35-39,35-39,35.0,40.0,47.0,22057.0,0.0021308428163394843,99345943.0,0.04730943064277924,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,40-44,40-44,40.0,45.0,11.0,22057.0,0.0004987078931858367,99897188.0,0.01101132095930468,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,45-49,45-49,45.0,50.0,16.0,22057.0,0.0007253932991793989,124798259.0,0.012820691673270858,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,50-54,50-54,50.0,55.0,11.0,22057.0,0.0004987078931858367,117010881.0,0.009400835124042866,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,55-59,55-59,55.0,60.0,15.0,22057.0,0.0006800562179806864,77698583.0,0.019305371373374982,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,60-64,60-64,60.0,65.0,10.0,22057.0,0.00045337081198712427,81743932.0,0.01223332393650944,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,65-69,65-69,65.0,70.0,6.0,22057.0,0.00027202248719227455,65233892.0,0.009197672890650155,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,70-74,70-74,70.0,75.0,4.0,22057.0,0.00018134832479484972,40230490.0,0.00994270763294208,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,75-79,75-79,75.0,80.0,5.0,22057.0,0.00022668540599356214,27410970.0,0.01824087217635859,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,80-84,80-84,80.0,85.0,1.0,22057.0,4.533708119871243e-05,18408410.0,0.0054322996934553286,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2018,CN,85+,85+,85.0,inf,1.0,22057.0,4.533708119871243e-05,12132273.0,0.008242478552864743,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,0-0,0-0,0.0,1.0,16743.0,30027.0,0.5575981616545109,14892451.0,112.4260875526802,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,1-1,1-1,1.0,2.0,4248.0,30027.0,0.14147267459286642,16675258.999999998,25.474866687228072,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,2-2,2-2,2.0,3.0,2122.0,30027.0,0.0706697305758151,18130526.0,11.704017853646386,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,3-3,3-3,3.0,4.0,1682.0,30027.0,0.05601625203983082,17738834.0,9.482021197109122,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,4-4,4-4,4.0,5.0,1615.0,30027.0,0.05378492689912412,17931118.0,9.00668881884554,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,5-5,5-5,5.0,6.0,1137.0,30027.0,0.03786592067139574,18294766.0,6.214892281213108,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,6-6,6-6,6.0,7.0,809.0,30027.0,0.026942418490025644,18508904.0,4.3708692853990705,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,7-7,7-7,7.0,8.0,499.0,30027.0,0.016618376794218535,18251022.0,2.7340934661083636,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,8-8,8-8,8.0,9.0,342.0,30027.0,0.011389749225696872,17565054.0,1.9470478143705108,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,9-9,9-9,9.0,10.0,201.0,30027.0,0.006693975422120092,17637972.0,1.1395867960330133,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,10-14,10-14,10.0,15.0,269.0,30027.0,0.008958603923135845,83418949.0,0.3224686995277296,adolescent_10_17y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,15-19,15-19,15.0,20.0,7.0,30027.0,0.0002331235221633863,79981989.0,0.008751970396735195,adolescent_10_17y;young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,20-24,20-24,20.0,25.0,0.0,30027.0,0.0,85069770.0,0.0,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,25-29,25-29,25.0,30.0,24.0,30027.0,0.0007992806474173244,106762892.0,0.022479720762903273,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,30-34,30-34,30.0,35.0,69.0,30027.0,0.0022979318613248075,118229526.0,0.0583610561037012,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,35-39,35-39,35.0,40.0,91.0,30027.0,0.003030605788124022,101054226.0,0.09005066250272403,young_adult_18_39y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,40-44,40-44,40.0,45.0,56.0,30027.0,0.0018649881773070904,95328450.0,0.05874426784448924,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,45-49,45-49,45.0,50.0,19.0,30027.0,0.0006327638458720485,121853281.0,0.015592522289161833,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,50-54,50-54,50.0,55.0,13.0,30027.0,0.0004329436840177174,117680040.0,0.011046903111181812,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,55-59,55-59,55.0,60.0,37.0,30027.0,0.0012322243314350418,87350506.0,0.04235808319187069,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,60-64,60-64,60.0,65.0,18.0,30027.0,0.0005994604855629933,79468822.0,0.022650392376522204,middle_adult_40_64y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,65-69,65-69,65.0,70.0,12.0,30027.0,0.0003996403237086622,69141238.0,0.01735577832725529,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,70-74,70-74,70.0,75.0,8.0,30027.0,0.0002664268824724415,43024523.0,0.018594046934581936,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,75-79,75-79,75.0,80.0,3.0,30027.0,9.991008092716555e-05,28102696.0,0.010675132378758253,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,80-84,80-84,80.0,85.0,1.0,30027.0,3.3303360309055184e-05,18639224.0,0.0053650302179962,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2019,CN,85+,85+,85.0,inf,2.0,30027.0,6.660672061811037e-05,12788321.0,0.015639269611702738,elderly_65plus,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2020,CN,0-0,0-0,0.0,1.0,2315.0,4475.0,0.5173184357541899,13151790.0,17.602166701262718,infant_0_2m;infant_3_11m,exact_union,direct_infant_under1,primary_age_correction,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2020,CN,1-1,1-1,1.0,2.0,471.0,4475.0,0.1052513966480447,14870567.0,3.1673304723350495,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2020,CN,2-2,2-2,2.0,3.0,291.0,4475.0,0.06502793296089386,16662939.999999998,1.7463904929142158,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2020,CN,3-3,3-3,3.0,4.0,453.0,4475.0,0.1012290502793296,18119948.0,2.5000071744135246,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2020,CN,4-4,4-4,4.0,5.0,258.0,4475.0,0.0576536312849162,17730188.0,1.455145314872014,child_1_4y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2020,CN,5-5,5-5,5.0,6.0,203.0,4475.0,0.04536312849162011,17923599.0,1.13258503495866,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2020,CN,6-6,6-6,6.0,7.0,141.0,4475.0,0.031508379888268156,18287752.0,0.7710078308148536,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2020,CN,7-7,7-7,7.0,8.0,94.0,4475.0,0.02100558659217877,18501974.0,0.5080538973841385,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
China,CHN,2020,CN,8-8,8-8,8.0,9.0,70.0,4475.0,0.01564245810055866,18244083.0,0.38368604220886304,child_5_9y,partial_or_unknown,partial_overlap_descriptive,descriptive_only,,data\raw\external\Pertussis case year age.xlsx,local_harmonized_age_series
